ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
111690,Miroslava Sklenikov,F,17.0,163.0,54.0,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Uneven Bars,
111690,Miroslava Sklenikov,F,17.0,163.0,54.0,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Balance Beam,
111715,Nils Skoglund,M,13.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Diving,Diving Men's Plain High,Silver
111728,Kamila Skolimowska,F,17.0,180.0,112.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Hammer Throw,Gold
111767,Georgios Skouzes,M,15.0,,,Greece-3,GRE,1906 Summer,1906,Summer,Athina,Tennis,Tennis Men's Doubles,
111787,John Skrataas,M,17.0,,,Norway,NOR,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,
111787,John Skrataas,M,17.0,,,Norway,NOR,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Silver
111834,Anastasiya Yuryevna Skultan,F,17.0,176.0,63.0,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Women's Curling,
111838,Wojciech Skupie,M,17.0,173.0,60.0,Poland,POL,1994 Winter,1994,Winter,Lillehammer,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
111838,Wojciech Skupie,M,17.0,173.0,60.0,Poland,POL,1994 Winter,1994,Winter,Lillehammer,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",
111860,Grit Slaby,F,15.0,169.0,58.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 400 metres Individual Medley,
111866,"Betty Joyce  Slade (-Rasch, -Weston)",F,15.0,,,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Diving,Diving Women's Springboard,
111888,Allana Amy Slater,F,16.0,155.0,50.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,
111888,Allana Amy Slater,F,16.0,155.0,50.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,
111888,Allana Amy Slater,F,16.0,155.0,50.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Floor Exercise,
111888,Allana Amy Slater,F,16.0,155.0,50.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Horse Vault,
111888,Allana Amy Slater,F,16.0,155.0,50.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Uneven Bars,
111888,Allana Amy Slater,F,16.0,155.0,50.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Balance Beam,
111890,Barbara J. Slater,F,17.0,157.0,48.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
111890,Barbara J. Slater,F,17.0,157.0,48.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
111890,Barbara J. Slater,F,17.0,157.0,48.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
111890,Barbara J. Slater,F,17.0,157.0,48.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
111890,Barbara J. Slater,F,17.0,157.0,48.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
111897,William G. M. Slater,M,16.0,,,Canada,CAN,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 400 metres Freestyle,
111897,William G. M. Slater,M,16.0,,,Canada,CAN,1956 Summer,1956,Summer,Melbourne,Swimming,"Swimming Men's 1,500 metres Freestyle",
111974,Bridget Elizabeth Sloan,F,16.0,150.0,47.0,United States,USA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,
111974,Bridget Elizabeth Sloan,F,16.0,150.0,47.0,United States,USA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Silver
111974,Bridget Elizabeth Sloan,F,16.0,150.0,47.0,United States,USA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Floor Exercise,
111974,Bridget Elizabeth Sloan,F,16.0,150.0,47.0,United States,USA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Uneven Bars,
111974,Bridget Elizabeth Sloan,F,16.0,150.0,47.0,United States,USA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Balance Beam,
111983,Yuliya Slobodian,F,15.0,175.0,48.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,
111999,Karen Slowing-Aceituno,F,15.0,164.0,55.0,Guatemala,GUA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Freestyle,
111999,Karen Slowing-Aceituno,F,15.0,164.0,55.0,Guatemala,GUA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Freestyle,
111999,Karen Slowing-Aceituno,F,15.0,164.0,55.0,Guatemala,GUA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 400 metres Freestyle,
111999,Karen Slowing-Aceituno,F,15.0,164.0,55.0,Guatemala,GUA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 800 metres Freestyle,
111999,Karen Slowing-Aceituno,F,15.0,164.0,55.0,Guatemala,GUA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Butterfly,
112062,"Jennifer Ann ""Jenny"" Smart",F,17.0,170.0,61.0,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's 100 metres,
112062,"Jennifer Ann ""Jenny"" Smart",F,17.0,170.0,61.0,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's 200 metres,
112062,"Jennifer Ann ""Jenny"" Smart",F,17.0,170.0,61.0,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's 4 x 100 metres Relay,
112068,"Jennifer Leigh ""Jenny"" Smatt (-Adkins)",F,17.0,,,Bermuda,BER,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Breaststroke,
112068,"Jennifer Leigh ""Jenny"" Smatt (-Adkins)",F,17.0,,,Bermuda,BER,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Breaststroke,
112068,"Jennifer Leigh ""Jenny"" Smatt (-Adkins)",F,17.0,,,Bermuda,BER,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Individual Medley,
112076,"Britt-Marie Louise Smedh (-Alshammar, -Blomberg)",F,17.0,169.0,57.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Breaststroke,
112076,"Britt-Marie Louise Smedh (-Alshammar, -Blomberg)",F,17.0,169.0,57.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Breaststroke,
112076,"Britt-Marie Louise Smedh (-Alshammar, -Blomberg)",F,17.0,169.0,57.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
112131,Kristina migun-Vhi,F,16.0,168.0,59.0,Estonia,EST,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,
112131,Kristina migun-Vhi,F,16.0,168.0,59.0,Estonia,EST,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,
112131,Kristina migun-Vhi,F,16.0,168.0,59.0,Estonia,EST,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,
112131,Kristina migun-Vhi,F,16.0,168.0,59.0,Estonia,EST,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,
112158,Sergey Smiryagin,M,16.0,190.0,73.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Freestyle,
112163,Arij Smit,M,16.0,,,Netherlands,NED,1924 Summer,1924,Summer,Paris,Boxing,Boxing Men's Bantamweight,
112178,Allison Glen Smith,F,16.0,166.0,54.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Breaststroke,
112178,Allison Glen Smith,F,16.0,166.0,54.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Breaststroke,
112178,Allison Glen Smith,F,16.0,166.0,54.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 400 metres Individual Medley,
112192,"Rebecca Gwendolyn ""Becky"" Smith (-Wiber)",F,17.0,161.0,56.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
112192,"Rebecca Gwendolyn ""Becky"" Smith (-Wiber)",F,17.0,161.0,56.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Butterfly,
112192,"Rebecca Gwendolyn ""Becky"" Smith (-Wiber)",F,17.0,161.0,56.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 400 metres Individual Medley,Bronze
112209,"Caroline ""Carol"" Smith (-Macias)",F,17.0,,,United States,USA,1924 Summer,1924,Summer,Paris,Diving,Diving Women's Plain High,Gold
112211,Cecile Elaine Eustace Smith (-Hedstrom),F,15.0,,,Canada,CAN,1924 Winter,1924,Winter,Chamonix,Figure Skating,Figure Skating Women's Singles,
112211,Cecile Elaine Eustace Smith (-Hedstrom),F,15.0,,,Canada,CAN,1924 Winter,1924,Winter,Chamonix,Figure Skating,Figure Skating Mixed Pairs,
112217,Christine Idris Smith,F,17.0,,,Australia,AUS,1964 Winter,1964,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Women's Downhill,
112217,Christine Idris Smith,F,17.0,,,Australia,AUS,1964 Winter,1964,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
112217,Christine Idris Smith,F,17.0,,,Australia,AUS,1964 Winter,1964,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Women's Slalom,
112250,Fanny Smith,F,17.0,166.0,58.0,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Women's Ski Cross,
112257,"Geoffrey ""Geoff"" Smith",M,17.0,172.0,51.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",
112295,Linda Janell Smith (-Carson),F,17.0,169.0,57.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 400 metres,
112301,"Jennifer ""Jenny"" Smith",F,16.0,149.0,43.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Individual All-Around,
112301,"Jennifer ""Jenny"" Smith",F,16.0,149.0,43.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,
112301,"Jennifer ""Jenny"" Smith",F,16.0,149.0,43.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Floor Exercise,
112301,"Jennifer ""Jenny"" Smith",F,16.0,149.0,43.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Horse Vault,
112301,"Jennifer ""Jenny"" Smith",F,16.0,149.0,43.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Uneven Bars,
112301,"Jennifer ""Jenny"" Smith",F,16.0,149.0,43.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Balance Beam,
112338,Leslie Lelete Smith,F,17.0,,,United States,USA,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Women's Downhill,
112338,Leslie Lelete Smith,F,17.0,,,United States,USA,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
112359,Miriam Smith,F,17.0,169.0,59.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Backstroke,
112395,Shannon Smith,F,14.0,174.0,63.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 400 metres Freestyle,Bronze
112395,Shannon Smith,F,14.0,174.0,63.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 800 metres Freestyle,
112434,Vivienne Smith,F,15.0,162.0,63.0,Ireland,IRL,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Butterfly,
112434,Vivienne Smith,F,15.0,162.0,63.0,Ireland,IRL,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Butterfly,
112463,"Vladimir ""Vlado"" Smokvina",M,15.0,,,Yugoslavia,YUG,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 100 metres Freestyle,
112463,"Vladimir ""Vlado"" Smokvina",M,15.0,,,Yugoslavia,YUG,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
112478,Drahomra Smolkov,F,17.0,158.0,45.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
112478,Drahomra Smolkov,F,17.0,158.0,45.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,
112478,Drahomra Smolkov,F,17.0,158.0,45.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
112478,Drahomra Smolkov,F,17.0,158.0,45.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
112478,Drahomra Smolkov,F,17.0,158.0,45.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
112478,Drahomra Smolkov,F,17.0,158.0,45.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
112479,Yekaterina Anatolyevna Smolina,F,17.0,164.0,54.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,
112497,Andreja Smrekar,F,16.0,168.0,60.0,Yugoslavia,YUG,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,
112497,Andreja Smrekar,F,16.0,168.0,60.0,Yugoslavia,YUG,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,
112497,Andreja Smrekar,F,16.0,168.0,60.0,Yugoslavia,YUG,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,
112512,Harold Nelson Smyrk,M,16.0,,,Great Britain,GBR,1906 Summer,1906,Summer,Athina,Diving,Diving Men's Platform,
112557,Sng Ju Wei,M,16.0,177.0,73.0,Singapore,SGP,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 50 metres Freestyle,
112557,Sng Ju Wei,M,16.0,177.0,73.0,Singapore,SGP,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 100 metres Freestyle,
112557,Sng Ju Wei,M,16.0,177.0,73.0,Singapore,SGP,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Freestyle,
112557,Sng Ju Wei,M,16.0,177.0,73.0,Singapore,SGP,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 400 metres Freestyle,
112557,Sng Ju Wei,M,16.0,177.0,73.0,Singapore,SGP,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
112557,Sng Ju Wei,M,16.0,177.0,73.0,Singapore,SGP,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
112565,Betsy Baxter Snite (-Riley),F,17.0,,,United States,USA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
112567,Ihor Hryhorovych Snitko,M,17.0,190.0,81.0,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 400 metres Freestyle,
112567,Ihor Hryhorovych Snitko,M,17.0,190.0,81.0,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Swimming,"Swimming Men's 1,500 metres Freestyle",
112570,"Christopher ""Chris"" Snode",M,17.0,173.0,72.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Diving,Diving Men's Springboard,
112578,Katarzyna Snopko,F,14.0,157.0,45.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Individual All-Around,
112578,Katarzyna Snopko,F,14.0,157.0,45.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Team All-Around,
112578,Katarzyna Snopko,F,14.0,157.0,45.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Floor Exercise,
112578,Katarzyna Snopko,F,14.0,157.0,45.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Horse Vault,
112578,Katarzyna Snopko,F,14.0,157.0,45.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Uneven Bars,
112578,Katarzyna Snopko,F,14.0,157.0,45.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Balance Beam,
112635,Alex Sobers,M,17.0,188.0,66.0,Barbados,BAR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,
112650,Allan Sobocinski,M,16.0,,,Brazil,BRA,1948 Summer,1948,Summer,London,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
112694,"Frank Joseph ""Frankie"" Sodano",M,17.0,,,United States,USA,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Flyweight,
112753,"Nicoleta Daniela ""Dana"" ofronie",F,16.0,146.0,37.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,
112753,"Nicoleta Daniela ""Dana"" ofronie",F,16.0,146.0,37.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Team All-Around,Gold
112753,"Nicoleta Daniela ""Dana"" ofronie",F,16.0,146.0,37.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Floor Exercise,Silver
112753,"Nicoleta Daniela ""Dana"" ofronie",F,16.0,146.0,37.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Horse Vault,
112753,"Nicoleta Daniela ""Dana"" ofronie",F,16.0,146.0,37.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Uneven Bars,
112753,"Nicoleta Daniela ""Dana"" ofronie",F,16.0,146.0,37.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Balance Beam,
112776,Eino Aleksi (Alex) Soinio (Salin-),M,17.0,,,Finland,FIN,1912 Summer,1912,Summer,Stockholm,Football,Football Men's Football,
112780,Sok Chang-Suk,F,17.0,166.0,69.0,North Korea,PRK,1980 Summer,1980,Summer,Moskva,Archery,Archery Women's Individual,
112814,Yelena Petrovna Sokolova,F,17.0,182.0,67.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 800 metres Freestyle,
112814,Yelena Petrovna Sokolova,F,17.0,182.0,67.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
112816,Yelena Sergeyevna Sokolova,F,17.0,162.0,51.0,Russia,RUS,1998 Winter,1998,Winter,Nagano,Figure Skating,Figure Skating Women's Singles,
112822,Denisa Sokolovsk,F,17.0,164.0,46.0,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,
112829,Diana Sokoowska,F,16.0,175.0,66.0,Poland,POL,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
112849,Adrin Francisco Napoleon Solano Snchez,M,16.0,150.0,66.0,Costa Rica,CRC,1968 Summer,1968,Summer,Mexico City,Cycling,Cycling Men's 100 kilometres Team Time Trial,
112892,Alexandra Soler,F,16.0,156.0,49.0,France,FRA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,
112892,Alexandra Soler,F,16.0,156.0,49.0,France,FRA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,
112892,Alexandra Soler,F,16.0,156.0,49.0,France,FRA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Floor Exercise,
112892,Alexandra Soler,F,16.0,156.0,49.0,France,FRA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Horse Vault,
112892,Alexandra Soler,F,16.0,156.0,49.0,France,FRA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Uneven Bars,
112892,Alexandra Soler,F,16.0,156.0,49.0,France,FRA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Balance Beam,
112973,Despoina Solomou,F,17.0,168.0,53.0,Greece,GRE,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Duet,
113010,Kroly Solymr (Stollmr-),M,17.0,,,Hungary,HUN,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 110 metres Hurdles,
113036,Jorge Somlay,M,13.0,160.0,50.0,Argentina,ARG,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Pairs,
113077,Son Mi,F,16.0,,,North Korea-2,PRK,1996 Summer,1996,Summer,Atlanta,Table Tennis,Table Tennis Women's Doubles,
113122,Song Jae-Geun,M,17.0,,,South Korea,KOR,1992 Winter,1992,Winter,Albertville,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",
113122,Song Jae-Geun,M,17.0,,,South Korea,KOR,1992 Winter,1992,Winter,Albertville,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
113126,Song Ji-Yeong,F,17.0,164.0,57.0,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Women's Air Pistol, 10 metres",
113126,Song Ji-Yeong,F,17.0,164.0,57.0,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Women's Sporting Pistol, 25 metres",
113133,Song Li,F,16.0,,,China,CHN,1998 Winter,1998,Winter,Nagano,Speed Skating,"Speed Skating Women's 1,500 metres",
113133,Song Li,F,16.0,,,China,CHN,1998 Winter,1998,Winter,Nagano,Speed Skating,"Speed Skating Women's 3,000 metres",
113160,Song Yong-Hun,M,16.0,,,North Korea,PRK,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Men's 5,000 metres",
113160,Song Yong-Hun,M,16.0,,,North Korea,PRK,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Men's 10,000 metres",
113198,Gail Evelyn Sontgerath (-Whitney),F,16.0,162.0,54.0,United States,USA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Individual All-Around,
113198,Gail Evelyn Sontgerath (-Whitney),F,16.0,162.0,54.0,United States,USA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Team All-Around,
113198,Gail Evelyn Sontgerath (-Whitney),F,16.0,162.0,54.0,United States,USA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Floor Exercise,
113198,Gail Evelyn Sontgerath (-Whitney),F,16.0,162.0,54.0,United States,USA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Horse Vault,
113198,Gail Evelyn Sontgerath (-Whitney),F,16.0,162.0,54.0,United States,USA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Uneven Bars,
113198,Gail Evelyn Sontgerath (-Whitney),F,16.0,162.0,54.0,United States,USA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Balance Beam,
113282,Jamileh Sorouri,F,14.0,147.0,38.0,Iran,IRI,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Individual All-Around,
113282,Jamileh Sorouri,F,14.0,147.0,38.0,Iran,IRI,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Floor Exercise,
113282,Jamileh Sorouri,F,14.0,147.0,38.0,Iran,IRI,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Horse Vault,
113282,Jamileh Sorouri,F,14.0,147.0,38.0,Iran,IRI,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Uneven Bars,
113282,Jamileh Sorouri,F,14.0,147.0,38.0,Iran,IRI,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Balance Beam,
113293,Csaba Ss,M,15.0,172.0,68.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Swimming,"Swimming Men's 1,500 metres Freestyle",
113293,Csaba Ss,M,15.0,172.0,68.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 400 metres Individual Medley,
113311,Olga Petrovna Sosina,F,17.0,163.0,77.0,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,
113319,Galina Sosnova,F,16.0,160.0,59.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
113344,Evangelia Sotiriou,F,16.0,167.0,41.0,Greece,GRE,1996 Summer,1996,Summer,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,
113352,Adelina Dmitriyevna Sotnikova,F,17.0,163.0,,Russia,RUS,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Women's Singles,Gold
113377,Ricardo Soto Pedraza,M,16.0,183.0,88.0,Chile,CHI,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Men's Individual,
113391,Sou Tit Linda,F,14.0,163.0,57.0,Cambodia,CAM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 100 metres,
113394,Salima Al-Souakri (-Dahmani),F,17.0,158.0,52.0,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Judo,Judo Women's Extra-Lightweight,
113413,Alaeddin Soueidan,M,13.0,148.0,37.0,Syria,SYR,1984 Summer,1984,Summer,Los Angeles,Diving,Diving Men's Platform,
113475,Deborah Anne Southwick,F,16.0,170.0,47.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,
113497,Las da Silva Souza,F,15.0,156.0,47.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,
113497,Las da Silva Souza,F,15.0,156.0,47.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Team All-Around,
113497,Las da Silva Souza,F,15.0,156.0,47.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Floor Exercise,
